,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Direction,Dataset
4,cytoplasmic exosome (RNase complex) (GO:0000177),1/15,0.03613860922017235,1.0,0,0,27.2108843537415,90.3508429299313,DIS3L2,up,GO CC
5,transcriptionally active chromatin (GO:0035327),1/22,0.052562460131218174,1.0,0,0,18.55287569573284,54.652191090011996,ZC3H8,up,GO CC
6,MLL1 complex (GO:0071339),1/27,0.06412562148920224,1.0,0,0,15.11715797430083,41.52549181706361,TAF1,up,GO CC
7,MLL1/2 complex (GO:0044665),1/27,0.06412562148920224,1.0,0,0,15.11715797430083,41.52549181706361,TAF1,up,GO CC
8,lytic vacuole (GO:0000323),2/183,0.0740376032488283,1.0,0,0,4.460800713728115,11.612276849926555,AP3M1;SGSH,up,GO CC
9,Cajal body (GO:0015030),1/34,0.08008210609353099,1.0,0,0,12.004801920768307,30.308557556443446,ZC3H8,up,GO CC
10,transcription factor TFIID complex (GO:0005669),1/35,0.08233973871315534,1.0,0,0,11.661807580174925,29.118384092278692,TAF1,up,GO CC
11,nucleolus (GO:0005730),4/676,0.0831381784847287,1.0,0,0,2.4151672503320856,6.0071277729979835,CPT2;MTUS1;RPL7;TAF1,up,GO CC
12,aggresome (GO:0016235),1/41,0.09577199782508727,1.0,0,0,9.955201592832255,23.352761921448888,CABIN1,up,GO CC
13,ruffle membrane (GO:0032587),1/53,0.122061246826909,1.0,0,0,7.7011936850211775,16.197399592213856,ABCA7,up,GO CC
14,SCF ubiquitin ligase complex (GO:0019005),1/54,0.12421790857292912,1.0,0,0,7.558578987150415,15.765063707247872,CKS1B,up,GO CC
15,cytoskeleton (GO:0005856),3/520,0.13452984561226022,1.0,0,0,2.354788069073784,4.723632348729062,ARHGDIA;MTUS1;KLHL41,up,GO CC
16,polysome (GO:0005844),1/63,0.14339577707005752,1.0,0,0,6.478781988986071,12.582745706868382,DIS3L2,up,GO CC
17,P-body (GO:0000932),1/68,0.15387175170898196,1.0,0,0,6.002400960384153,11.234308551223542,DIS3L2,up,GO CC
18,cytosolic large ribosomal subunit (GO:0022625),1/69,0.1559518351617717,1.0,0,0,5.915409642117718,10.992061924687226,RPL7,up,GO CC
19,large ribosomal subunit (GO:0015934),1/72,0.1621620759393262,1.0,0,0,5.6689342403628125,10.312692602742626,RPL7,up,GO CC
20,chromatin (GO:0000785),2/296,0.16375313757849214,1.0,0,0,2.757859900717044,4.990058587605231,ZC3H8;TAF1,up,GO CC
21,early endosome membrane (GO:0031901),1/73,0.16422219226923945,1.0,0,0,5.5912776069331835,10.100838340526812,GGA1,up,GO CC
22,lysosomal lumen (GO:0043202),1/86,0.19055636178365606,1.0,0,0,4.7460844803037485,7.868093335513186,SGSH,up,GO CC
23,"DNA-directed RNA polymerase II, holoenzyme (GO:0016591)",1/90,0.19849439487603893,1.0,0,0,4.5351473922902485,7.333308012035746,TAF1,up,GO CC
24,mitochondrial inner membrane (GO:0005743),2/341,0.20339566214404872,1.0,0,0,2.393919444610689,3.8125611881513435,CPT2;COX15,up,GO CC
25,"nuclear chromosome, telomeric region (GO:0000784)",1/107,0.2313887434989261,1.0,0,0,3.8146099561319855,5.5832771718997884,THOC3,up,GO CC
26,microtubule cytoskeleton (GO:0015630),2/388,0.2458522720516027,1.0,0,0,2.103934357248054,2.9518713308429096,TPPP3;MTUS1,up,GO CC
27,mitochondrial outer membrane (GO:0005741),1/115,0.2464072197465133,1.0,0,0,3.5492457852706303,4.971676120080727,AGPAT5,up,GO CC
28,nuclear chromosome part (GO:0044454),2/392,0.2494918936199796,1.0,0,0,2.0824656393169514,2.8911471362338097,THOC3;TAF1,up,GO CC
29,"chromosome, telomeric region (GO:0000781)",1/124,0.26295952305137155,1.0,0,0,3.2916392363396967,4.3968241059794595,THOC3,up,GO CC
30,cytosolic ribosome (GO:0022626),1/124,0.26295952305137155,1.0,0,0,3.2916392363396967,4.3968241059794595,RPL7,up,GO CC
31,nucleoplasm part (GO:0044451),2/407,0.263157412308478,1.0,0,0,2.005716291430577,2.677637065560455,ZC3H8;TAF1,up,GO CC
32,lysosome (GO:0005764),2/422,0.2768350054637457,1.0,0,0,1.9344230583228557,2.484444527341046,AP3M1;SGSH,up,GO CC
33,RNA polymerase II transcription factor complex (GO:0090575),1/147,0.3036587378991768,1.0,0,0,2.7766208524226017,3.309317731036141,TAF1,up,GO CC
34,cytosolic part (GO:0044445),1/159,0.32401061243337953,1.0,0,0,2.5670645616737264,2.893027876529872,RPL7,up,GO CC
35,vacuolar lumen (GO:0005775),1/161,0.3273454602523001,1.0,0,0,2.535175560907593,2.8311299591027383,SGSH,up,GO CC
36,cytoplasmic ribonucleoprotein granule (GO:0036464),1/170,0.34215391769017306,1.0,0,0,2.4009603841536613,2.575017026258781,DIS3L2,up,GO CC
37,microtubule (GO:0005874),1/210,0.4041963688398145,1.0,0,0,1.9436345966958213,1.76065006341286,TPPP3,up,GO CC
38,polymeric cytoskeletal fiber (GO:0099513),1/221,0.4202282253075736,1.0,0,0,1.8468926031951245,1.6011770647337644,TPPP3,up,GO CC
39,early endosome (GO:0005769),1/222,0.421664534596916,1.0,0,0,1.838573267144696,1.5876911615982867,GGA1,up,GO CC
40,lytic vacuole membrane (GO:0098852),1/233,0.4372356849478535,1.0,0,0,1.7517736708417273,1.4492124103467563,AP3M1,up,GO CC
41,mitochondrion (GO:0005739),3/1026,0.4632958206075837,1.0,0,0,1.1934598400763814,0.9182354786019958,AGPAT5;CPT2;COX15,up,GO CC
42,nuclear chromatin (GO:0000790),1/253,0.4645015534354056,1.0,0,0,1.6132935387593772,1.2370579598555995,TAF1,up,GO CC
43,lysosomal membrane (GO:0005765),1/291,0.5127879026587183,1.0,0,0,1.402622904832036,0.9368019698619438,AP3M1,up,GO CC
44,focal adhesion (GO:0005925),1/356,0.5856819748214155,1.0,0,0,1.1465260261407937,0.6133665923019251,RPL7,up,GO CC
45,perinuclear region of cytoplasm (GO:0048471),1/378,0.607844190073138,1.0,0,0,1.0797969981643452,0.5375625701164798,TPPP3,up,GO CC
46,Golgi membrane (GO:0000139),1/442,0.6659196445860133,1.0,0,0,0.9234463015975622,0.3754605868462047,SCAP,up,GO CC
47,Golgi subcompartment (GO:0098791),1/479,0.6955577691854211,1.0,0,0,0.8521153764219674,0.309352997055367,SCAP,up,GO CC
48,integral component of plasma membrane (GO:0005887),3/1463,0.7055213863332834,1.0,0,0,0.8369718358977221,0.29195100458099843,PTPRD;SLC31A1;SCN9A,up,GO CC
49,nuclear body (GO:0016604),1/618,0.7855886943090409,1.0,0,0,0.6604583581005218,0.1593830745656919,ZC3H8,up,GO CC
0,AMPA glutamate receptor complex (GO:0032281),1/18,0.009857921634816495,1.0,0,0,101.010101010101,466.6141333465025,CNIH2,down,GO CC
1,U2-type catalytic step 2 spliceosome (GO:0071007),1/29,0.015838661771675533,1.0,0,0,62.69592476489028,259.8935034655946,PRPF19,down,GO CC
2,site of double-strand break (GO:0035861),1/34,0.018546309917010683,1.0,0,0,53.475935828877,213.23446181945755,PRPF19,down,GO CC
3,site of DNA damage (GO:0090734),1/37,0.020167646885642116,1.0,0,0,49.14004914004914,191.82681070737445,PRPF19,down,GO CC
4,ionotropic glutamate receptor complex (GO:0008328),1/39,0.021247185233602552,1.0,0,0,46.620046620046615,179.55854787787558,CNIH2,down,GO CC
5,endoplasmic reticulum-Golgi intermediate compartment membrane (GO:0033116),1/47,0.025554535876943483,1.0,0,0,38.684719535783366,141.8545628107789,CNIH2,down,GO CC
6,ER to Golgi transport vesicle membrane (GO:0012507),1/54,0.029309324971107782,1.0,0,0,33.670033670033675,118.85015337350148,CNIH2,down,GO CC
7,U2-type spliceosomal complex (GO:0005684),1/60,0.032517242545820016,1.0,0,0,30.3030303030303,103.81772092307816,PRPF19,down,GO CC
8,cation channel complex (GO:0034703),1/65,0.035183142220876845,1.0,0,0,27.97202797202797,93.62764266499985,CNIH2,down,GO CC
9,COPII-coated ER to Golgi transport vesicle (GO:0030134),1/75,0.04049491842710541,1.0,0,0,24.24242424242424,77.73524324066544,CNIH2,down,GO CC
10,endoplasmic reticulum-Golgi intermediate compartment (GO:0005793),1/95,0.051038798139041684,1.0,0,0,19.13875598086124,56.94103708431418,CNIH2,down,GO CC
11,dendrite (GO:0030425),1/215,0.11212090854714336,1.0,0,0,8.456659619450317,18.504671876299977,CNIH2,down,GO CC
12,nuclear speck (GO:0016607),1/296,0.1513068837331026,1.0,0,0,6.142506142506143,11.59978600723729,PRPF19,down,GO CC
13,nuclear body (GO:0016604),1/618,0.2920269333526104,1.0,0,0,2.942041776993233,3.6213864179421393,PRPF19,down,GO CC
0,ubiquitin binding (GO:0043130),2/62,0.010125571527613491,1.0,0,0,13.166556945358787,60.469930485989636,UBAP1;CKS1B,up,GO MF
1,ADP-ribosylation factor binding (GO:0030306),1/6,0.014611943812165882,1.0,0,0,68.02721088435375,287.4772799576697,GGA1,up,GO MF
2,RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding (GO:0001162),1/6,0.014611943812165882,1.0,0,0,68.02721088435375,287.4772799576697,ZC3H8,up,GO MF
3,ubiquitin-protein transferase activity (GO:0004842),4/417,0.01887060800213517,1.0,0,0,3.915235158811726,15.544069689431204,KBTBD6;UBE2NL;KLHL41;TAF1,up,GO MF
4,phosphatidylcholine transporter activity (GO:0008525),1/8,0.019435974184612268,1.0,0,0,51.020408163265316,201.05253013595427,ABCA7,up,GO MF
5,intronic transcription regulatory region sequence-specific DNA binding (GO:0001161),1/8,0.019435974184612268,1.0,0,0,51.020408163265316,201.05253013595427,ZC3H8,up,GO MF
6,DNA binding (GO:0003677),6/893,0.021236405146642098,1.0,0,0,2.742418355920196,10.563900668187868,PURB;ZC3H8;AFF1;MLF1;RPL7;TAF1,up,GO MF
7,"transcription factor activity, RNA polymerase II core promoter sequence-specific binding involved in preinitiation complex assembly (GO:0001075)",1/9,0.021839307484116888,1.0,0,0,45.351473922902485,173.42602436330466,TAF1,up,GO MF
8,double-stranded DNA binding (GO:0003690),2/99,0.024529187812367872,1.0,0,0,8.245722531436819,30.574244743208908,PURB;AFF1,up,GO MF
9,"oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor (GO:0016653)",1/13,0.03139507576319159,1.0,0,0,31.39717425431711,108.66889234518707,COX15,up,GO MF
10,vitamin D receptor binding (GO:0042809),1/14,0.033769693865094014,1.0,0,0,29.15451895043732,98.7810935836037,MED13,up,GO MF
11,poly(A) binding (GO:0008143),1/14,0.033769693865094014,1.0,0,0,29.15451895043732,98.7810935836037,PABPC3,up,GO MF
12,transmembrane receptor protein tyrosine phosphatase activity (GO:0005001),1/15,0.03613860922017235,1.0,0,0,27.2108843537415,90.3508429299313,PTPRD,up,GO MF
13,transmembrane receptor protein phosphatase activity (GO:0019198),1/15,0.03613860922017235,1.0,0,0,27.2108843537415,90.3508429299313,PTPRD,up,GO MF
14,poly(U) RNA binding (GO:0008266),1/16,0.03850183520662026,1.0,0,0,25.510204081632647,83.08799416122565,DIS3L2,up,GO MF
15,1-acylglycerol-3-phosphate O-acyltransferase activity (GO:0003841),1/18,0.04321127244441888,1.0,0,0,22.67573696145125,71.23931704209987,AGPAT5,up,GO MF
16,phosphatase inhibitor activity (GO:0019212),1/18,0.04321127244441888,1.0,0,0,22.67573696145125,71.23931704209987,CABIN1,up,GO MF
17,lysine-acetylated histone binding (GO:0070577),1/18,0.04321127244441888,1.0,0,0,22.67573696145125,71.23931704209987,TAF1,up,GO MF
18,acetylation-dependent protein binding (GO:0140033),1/18,0.04321127244441888,1.0,0,0,22.67573696145125,71.23931704209987,TAF1,up,GO MF
19,ubiquitin conjugating enzyme activity (GO:0061631),1/20,0.04789811206941787,1.0,0,0,20.40816326530613,62.01386100697238,TAF1,up,GO MF
20,poly-purine tract binding (GO:0070717),1/20,0.04789811206941787,1.0,0,0,20.40816326530613,62.01386100697238,PABPC3,up,GO MF
21,poly-pyrimidine tract binding (GO:0008187),1/20,0.04789811206941787,1.0,0,0,20.40816326530613,62.01386100697238,DIS3L2,up,GO MF
22,phospholipid-translocating ATPase activity (GO:0004012),1/20,0.04789811206941787,1.0,0,0,20.40816326530613,62.01386100697238,ABCA7,up,GO MF
23,"transcription factor activity, RNA polymerase II core promoter sequence-specific (GO:0000983)",1/20,0.04789811206941787,1.0,0,0,20.40816326530613,62.01386100697238,TAF1,up,GO MF
24,lysophosphatidic acid acyltransferase activity (GO:0042171),1/20,0.04789811206941787,1.0,0,0,20.40816326530613,62.01386100697238,AGPAT5,up,GO MF
25,ubiquitin-like protein conjugating enzyme activity (GO:0061650),1/21,0.0502330909367498,1.0,0,0,19.43634596695821,58.135690718027526,TAF1,up,GO MF
26,TBP-class protein binding (GO:0017025),1/21,0.0502330909367498,1.0,0,0,19.43634596695821,58.135690718027526,TAF1,up,GO MF
27,protein phosphatase inhibitor activity (GO:0004864),1/23,0.054886232846338284,1.0,0,0,17.74622892635315,51.50830043904919,CABIN1,up,GO MF
28,voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1905030),1/23,0.054886232846338284,1.0,0,0,17.74622892635315,51.50830043904919,SCN9A,up,GO MF
29,voltage-gated sodium channel activity (GO:0005248),1/23,0.054886232846338284,1.0,0,0,17.74622892635315,51.50830043904919,SCN9A,up,GO MF
30,protein-cysteine S-palmitoyltransferase activity (GO:0019706),1/24,0.057204422219257416,1.0,0,0,17.006802721088437,48.658572654069516,ZDHHC6,up,GO MF
31,protein-cysteine S-acyltransferase activity (GO:0019707),1/24,0.057204422219257416,1.0,0,0,17.006802721088437,48.658572654069516,ZDHHC6,up,GO MF
32,"exoribonuclease activity, producing 5'-phosphomonoesters (GO:0016896)",1/25,0.059517041402020875,1.0,0,0,16.3265306122449,46.06518526236904,DIS3L2,up,GO MF
33,thyroid hormone receptor binding (GO:0046966),1/26,0.06182410346022105,1.0,0,0,15.698587127158554,43.69642020297904,MED13,up,GO MF
34,carboxy-lyase activity (GO:0016831),1/26,0.06182410346022105,1.0,0,0,15.698587127158554,43.69642020297904,AMD1,up,GO MF
35,cyclin-dependent protein serine/threonine kinase regulator activity (GO:0016538),1/27,0.06412562148920224,1.0,0,0,15.11715797430083,41.52549181706361,CKS1B,up,GO MF
36,RNA polymerase II core promoter sequence-specific DNA binding (GO:0000979),1/27,0.06412562148920224,1.0,0,0,15.11715797430083,41.52549181706361,TAF1,up,GO MF
37,palmitoyltransferase activity (GO:0016409),1/28,0.06642160851252993,1.0,0,0,14.57725947521866,39.529633324123054,ZDHHC6,up,GO MF
38,acylglycerol O-acyltransferase activity (GO:0016411),1/28,0.06642160851252993,1.0,0,0,14.57725947521866,39.529633324123054,AGPAT5,up,GO MF
39,mRNA binding (GO:0003729),2/179,0.07125997090554112,1.0,0,0,4.560483411241592,12.046154495909288,PURB;RPL7,up,GO MF
40,sequence-specific DNA binding (GO:0043565),3/394,0.07196252095280897,1.0,0,0,3.1078421216202217,8.17862790163898,PURB;ZC3H8;TAF1,up,GO MF
41,3'-5'-exoribonuclease activity (GO:0000175),1/31,0.0732765135248936,1.0,0,0,13.166556945358787,34.41099588139884,DIS3L2,up,GO MF
42,protein serine/threonine kinase activator activity (GO:0043539),1/31,0.0732765135248936,1.0,0,0,13.166556945358787,34.41099588139884,CKS1B,up,GO MF
43,transition metal ion transmembrane transporter activity (GO:0046915),1/32,0.07555050634212196,1.0,0,0,12.755102040816329,32.94584041079259,SLC31A1,up,GO MF
44,3'-5' exonuclease activity (GO:0008408),1/38,0.08908012117667435,1.0,0,0,10.741138560687432,25.97442616843159,DIS3L2,up,GO MF
45,peptide-lysine-N-acetyltransferase activity (GO:0061733),1/39,0.09131611933080344,1.0,0,0,10.465724751439037,25.048958173793586,TAF1,up,GO MF
46,sodium channel activity (GO:0005272),1/40,0.0935467406593446,1.0,0,0,10.204081632653065,24.176470076489622,SCN9A,up,GO MF
47,histone acetyltransferase activity (GO:0004402),1/41,0.09577199782508727,1.0,0,0,9.955201592832255,23.352761921448888,TAF1,up,GO MF
48,"hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances (GO:0016820)",1/42,0.09799190344985674,1.0,0,0,9.718172983479104,22.574056575152703,ABCA7,up,GO MF
49,RNA polymerase II regulatory region sequence-specific DNA binding (GO:0000977),3/460,0.10274155898370348,1.0,0,0,2.6619343389529724,6.05733428568915,PURB;ZC3H8;TAF1,up,GO MF
50,P-P-bond-hydrolysis-driven transmembrane transporter activity (GO:0015405),1/45,0.10461963696044026,1.0,0,0,9.0702947845805,20.475501234681968,ABCA7,up,GO MF
51,"ATPase activity, coupled to transmembrane movement of substances (GO:0042626)",1/45,0.10461963696044026,1.0,0,0,9.0702947845805,20.475501234681968,ABCA7,up,GO MF
52,protein phosphatase regulator activity (GO:0019888),1/47,0.10901159849285977,1.0,0,0,8.684324793747287,19.247077674533823,CABIN1,up,GO MF
53,ribonuclease activity (GO:0004540),1/49,0.11338245452043423,1.0,0,0,8.329862557267807,18.134016007506887,DIS3L2,up,GO MF
54,RNA binding (GO:0003723),6/1387,0.1215696666002297,1.0,0,0,1.7656666127157423,3.720732385920362,PURB;RBM12B;NBPF10;ZC3H8;GPATCH4;RPL7,up,GO MF
55,methylated histone binding (GO:0035064),1/55,0.12636938033824105,1.0,0,0,7.421150278293135,15.350991248791996,TAF1,up,GO MF
56,SH3 domain binding (GO:0017124),1/55,0.12636938033824105,1.0,0,0,7.421150278293135,15.350991248791996,ADAM15,up,GO MF
57,"ATPase activity, coupled to movement of substances (GO:0043492)",1/56,0.1285156743868668,1.0,0,0,7.288629737609329,14.954113720272913,ABCA7,up,GO MF
58,"transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)",1/56,0.1285156743868668,1.0,0,0,7.288629737609329,14.954113720272913,ZDHHC6,up,GO MF
59,nuclear hormone receptor binding (GO:0035257),1/56,0.1285156743868668,1.0,0,0,7.288629737609329,14.954113720272913,MED13,up,GO MF
60,tubulin binding (GO:0015631),2/255,0.1291411867660454,1.0,0,0,3.2012805122048817,6.552537821729147,TPPP3;MTUS1,up,GO MF
61,nuclease activity (GO:0004518),1/59,0.1349236118713764,1.0,0,0,6.918021445866482,13.857118634937684,DIS3L2,up,GO MF
62,protein heterodimerization activity (GO:0046982),2/265,0.13741365721745422,1.0,0,0,3.0804774740084717,6.114006951487249,GGA1;TAF1,up,GO MF
63,protein tyrosine phosphatase activity (GO:0004725),1/62,0.14128538719624215,1.0,0,0,6.583278472679393,12.883300931598015,PTPRD,up,GO MF
64,small GTPase binding (GO:0031267),1/63,0.14339577707005752,1.0,0,0,6.478781988986071,12.582745706868382,GGA1,up,GO MF
65,ligand-dependent nuclear receptor transcription coactivator activity (GO:0030374),1/65,0.1476013260006852,1.0,0,0,6.2794348508634235,12.01406833979051,MED13,up,GO MF
66,metalloendopeptidase activity (GO:0004222),1/65,0.1476013260006852,1.0,0,0,6.2794348508634235,12.01406833979051,ADAM15,up,GO MF
67,transcription coactivator activity (GO:0003713),2/291,0.15944149349257508,1.0,0,0,2.805245809664072,5.1506507777767805,MED13;TAF1,up,GO MF
68,core promoter sequence-specific DNA binding (GO:0001046),1/73,0.16422219226923945,1.0,0,0,5.5912776069331835,10.100838340526812,TAF1,up,GO MF
69,ubiquitin-like protein-specific protease activity (GO:0019783),1/74,0.1662773462428849,1.0,0,0,5.515719801434088,9.895742549883874,OTUD3,up,GO MF
70,thiol-dependent ubiquitin-specific protease activity (GO:0004843),1/76,0.1703728138367953,1.0,0,0,5.370569280343716,9.5046520973501,OTUD3,up,GO MF
71,RNA polymerase II transcription cofactor activity (GO:0001104),1/84,0.1865585167269208,1.0,0,0,4.859086491739553,8.158456396990406,MED13,up,GO MF
72,single-stranded DNA binding (GO:0003697),1/87,0.19254806017668188,1.0,0,0,4.691531785127844,7.728874000279107,PURB,up,GO MF
73,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0016616)",1/88,0.1945349576029131,1.0,0,0,4.63821892393321,7.593429505876667,CTBP2,up,GO MF
74,thiol-dependent ubiquitinyl hydrolase activity (GO:0036459),1/92,0.20243476399124585,1.0,0,0,4.436557231588288,7.08667966933301,OTUD3,up,GO MF
75,ion channel activity (GO:0005216),1/93,0.20439782611070498,1.0,0,0,4.388852315119597,6.96812401218066,SCN9A,up,GO MF
76,integrin binding (GO:0005178),1/94,0.20635615488224895,1.0,0,0,4.3421623968736425,6.852590950224973,ADAM15,up,GO MF
77,cation transmembrane transporter activity (GO:0008324),1/97,0.21220285264448208,1.0,0,0,4.207868714496108,6.5230911411936345,SCN9A,up,GO MF
78,metallopeptidase activity (GO:0008237),1/102,0.2218537199073844,1.0,0,0,4.001600640256102,6.0253582778260055,ADAM15,up,GO MF
79,transcription regulatory region DNA binding (GO:0044212),2/374,0.2331369970381504,1.0,0,0,2.1826912583215106,3.178280100583489,PURB;TAF1,up,GO MF
80,sequence-specific double-stranded DNA binding (GO:1990837),1/112,0.24080928525036116,1.0,0,0,3.6443148688046647,5.188593317350888,PURB,up,GO MF
81,RNA polymerase II transcription factor binding (GO:0001085),1/121,0.257482053509444,1.0,0,0,3.37325012649688,4.576843502837304,TAF1,up,GO MF
82,magnesium ion binding (GO:0000287),1/127,0.2683974045277928,1.0,0,0,3.2138839787883664,4.227178351586288,DIS3L2,up,GO MF
83,kinase binding (GO:0019900),2/418,0.2731875259076744,1.0,0,0,1.9529342837613517,2.534121299724316,CTBP2;CKS1B,up,GO MF
84,Rab GTPase binding (GO:0017137),1/130,0.2737959781604629,1.0,0,0,3.1397174254317117,4.067102214141391,AP3M1,up,GO MF
85,cation channel activity (GO:0005261),1/146,0.301935906875971,1.0,0,0,2.7956388034665918,3.3478907269178584,SCN9A,up,GO MF
86,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding (GO:0001227)",1/159,0.32401061243337953,1.0,0,0,2.5670645616737264,2.893027876529872,PURB,up,GO MF
87,protein kinase binding (GO:0019901),2/495,0.3430109098953936,1.0,0,0,1.6491445062873635,1.7645731190217897,CTBP2;CKS1B,up,GO MF
88,Ras GTPase binding (GO:0017016),1/184,0.3645567344401913,1.0,0,0,2.218278615794144,2.2384052564417884,AP3M1,up,GO MF
89,"peptidase activity, acting on L-amino acid peptides (GO:0070011)",1/185,0.3661280236109952,1.0,0,0,2.2062879205736348,2.216816801889925,ADAM15,up,GO MF
90,ubiquitin-like protein ligase activity (GO:0061659),1/186,0.3676955064724341,1.0,0,0,2.1944261575597985,2.1955236150642783,UBE2NL,up,GO MF
91,ubiquitin protein ligase activity (GO:0061630),1/192,0.3770209754460539,1.0,0,0,2.1258503401360542,2.0736701855737865,UBE2NL,up,GO MF
92,microtubule binding (GO:0008017),1/195,0.3816330514858885,1.0,0,0,2.093144950287808,2.0163175934069586,MTUS1,up,GO MF
93,RNA polymerase II regulatory region DNA binding (GO:0001012),1/201,0.39075708304605,1.0,0,0,2.030663011473246,1.908151453035896,PURB,up,GO MF
94,transcription corepressor activity (GO:0003714),1/203,0.3937690190040998,1.0,0,0,2.0106564793405046,1.873913316127828,CTBP2,up,GO MF
95,ATPase activity (GO:0016887),1/203,0.3937690190040998,1.0,0,0,2.0106564793405046,1.873913316127828,ABCA7,up,GO MF
96,regulatory region DNA binding (GO:0000975),1/224,0.4245267040312901,1.0,0,0,1.8221574344023324,1.5611887175405181,TAF1,up,GO MF
97,protein homodimerization activity (GO:0042803),2/664,0.4873020345206853,1.0,0,0,1.2294074256208507,0.8837855348571068,CTBP2;RPL7,up,GO MF
98,kinase activity (GO:0016301),1/280,0.4992669609297039,1.0,0,0,1.4577259475218658,1.0125573388405829,TAF1,up,GO MF
99,ubiquitin protein ligase binding (GO:0031625),1/284,0.5042256660474921,1.0,0,0,1.4371945961483186,0.9840922118808566,UBE2NL,up,GO MF
100,transcription regulatory region sequence-specific DNA binding (GO:0000976),1/292,0.5139991937339735,1.0,0,0,1.3978194017332959,0.9302957536191624,PURB,up,GO MF
101,ubiquitin-like protein ligase binding (GO:0044389),1/297,0.5200115368245155,1.0,0,0,1.374287088572803,0.8986522111616613,UBE2NL,up,GO MF
102,endopeptidase activity (GO:0004175),1/354,0.5836074304796434,1.0,0,0,1.1530035743110805,0.6209232448632143,ADAM15,up,GO MF
103,protein serine/threonine kinase activity (GO:0004674),1/368,0.5979182831384894,1.0,0,0,1.109139307897072,0.5704316599812431,TAF1,up,GO MF
104,nucleoside-triphosphatase activity (GO:0017111),1/424,0.6504968233712418,1.0,0,0,0.9626492106276472,0.4139573203756573,ABCA7,up,GO MF
105,metal ion binding (GO:0046872),1/442,0.6659196445860133,1.0,0,0,0.9234463015975622,0.3754605868462047,DIS3L2,up,GO MF
106,protein kinase activity (GO:0004672),1/513,0.7205123579213936,1.0,0,0,0.7956398933842542,0.26080495828536304,TAF1,up,GO MF
0,insulin-like growth factor II binding (GO:0031995),1/7,0.00384417200458596,1.0,0,0,259.7402597402597,1444.4667643181622,IGFBP2,down,GO MF
1,superoxide-generating NADPH oxidase activator activity (GO:0016176),1/9,0.0049400429229450454,1.0,0,0,202.020202020202,1072.8042947403599,NOXA1,down,GO MF
2,ubiquitin-ubiquitin ligase activity (GO:0034450),1/13,0.007128500182420091,1.0,0,0,139.86013986013987,691.4201985706308,PRPF19,down,GO MF
3,insulin-like growth factor I binding (GO:0031994),1/13,0.007128500182420091,1.0,0,0,139.86013986013987,691.4201985706308,IGFBP2,down,GO MF
4,insulin-like growth factor binding (GO:0005520),1/14,0.007674930787541143,1.0,0,0,129.87012987012986,632.4410394103227,IGFBP2,down,GO MF
5,protein serine/threonine kinase activator activity (GO:0043539),1/31,0.016922534733463997,1.0,0,0,58.65102639296187,239.24393718954147,CDK5R2,down,GO MF
6,Rac GTPase binding (GO:0048365),1/43,0.02340301917551725,1.0,0,0,42.283298097251574,158.76914335503946,NOXA1,down,GO MF
7,calcium-dependent phospholipid binding (GO:0005544),1/47,0.025554535876943483,1.0,0,0,38.684719535783366,141.8545628107789,SYT5,down,GO MF
8,SH3 domain binding (GO:0017124),1/55,0.029844648447595826,1.0,0,0,33.057851239669425,116.09090038690742,NOXA1,down,GO MF
9,Rho GTPase binding (GO:0017048),1/72,0.03890418375818435,1.0,0,0,25.25252525252525,81.98619905345255,NOXA1,down,GO MF
10,syntaxin binding (GO:0019905),1/77,0.0415540781399269,1.0,0,0,23.612750885478157,75.10648435226321,SYT5,down,GO MF
11,ubiquitin-like protein ligase activity (GO:0061659),1/186,0.0976963172043407,1.0,0,0,9.775171065493646,22.735986467097653,PRPF19,down,GO MF
12,ubiquitin protein ligase activity (GO:0061630),1/192,0.1006980759679046,1.0,0,0,9.469696969696967,21.738907064536768,PRPF19,down,GO MF
13,calcium ion binding (GO:0005509),1/284,0.14560257506488405,1.0,0,0,6.402048655569782,12.335944030030424,SYT5,down,GO MF
14,ubiquitin-protein transferase activity (GO:0004842),1/417,0.20692126889930912,1.0,0,0,4.360148245040331,6.86905123848831,PRPF19,down,GO MF
15,metal ion binding (GO:0046872),1/442,0.21799028511186305,1.0,0,0,4.113533525298231,6.266165285450803,SYT5,down,GO MF
16,DNA binding (GO:0003677),1/893,0.3950323435681387,1.0,0,0,2.0360378703043875,1.8910467982942398,HIST2H2BE,down,GO MF
0,Lysosome,3/123,0.003402738900445428,1.0,0,0,9.955201592832255,56.57714895663468,GGA1;AP3M1;SGSH,up,KEGG
1,Glycosaminoglycan degradation,1/19,0.045557510321821836,1.0,0,0,21.482277121374864,66.35402337351628,SGSH,up,KEGG
2,RNA transport,2/165,0.06182511643006713,1.0,0,0,4.94743351886209,13.770911972079565,PABPC3;THOC3,up,KEGG
